order_id,order_date,year,month,category,sub_category,product_name,region,state,city,sales
CA-2017-127243,2017-11-28,2017,11,"Office Supplies",Binders,"GBC Plasticlear Binding Covers",East,Pennsylvania,Philadelphia,6.89
CA-2017-127243,2017-11-28,2017,11,"Office Supplies",Fasteners,"Translucent Push Pins by OIC",East,Pennsylvania,Philadelphia,12.67
CA-2017-127243,2017-11-28,2017,11,Technology,Phones,"Wireless Extenders zBoost YX545 SOHO Signal Booster",East,Pennsylvania,Philadelphia,340.18
CA-2015-123260,2015-08-26,2015,8,Technology,Accessories,"SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card",West,California,"Los Angeles",176.80
CA-2016-142993,2016-10-12,2016,10,"Office Supplies",Storage,"Contico 72"H Heavy-Duty Storage System",West,Washington,Seattle,81.96
CA-2016-142993,2016-10-12,2016,10,Technology,Accessories,"Kingston Digital DataTraveler 16GB USB 2.0",West,Washington,Seattle,17.90
CA-2018-145772,2018-06-03,2018,6,"Office Supplies",Binders,"UniKeep View Case Binders",West,California,"Los Angeles",3.91
CA-2018-145772,2018-06-03,2018,6,"Office Supplies",Paper,"Xerox 1947",West,California,"Los Angeles",11.96
CA-2018-145772,2018-06-03,2018,6,Technology,Accessories,"Kingston Digital DataTraveler 16GB USB 2.0",West,California,"Los Angeles",44.75
CA-2018-122539,2018-12-01,2018,12,Furniture,Chairs,"Global Commerce Series High-Back Swivel/Tilt Chairs",East,Pennsylvania,Philadelphia,398.97
CA-2018-122539,2018-12-01,2018,12,"Office Supplies",Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8" x 11", Dark Blue",East,Pennsylvania,Philadelphia,8.00
CA-2018-122539,2018-12-01,2018,12,"Office Supplies",Labels,"Avery 483",East,Pennsylvania,Philadelphia,15.94
CA-2016-146038,2016-02-09,2016,2,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",West,California,"Los Angeles",203.92
CA-2017-134775,2017-10-28,2017,10,"Office Supplies",Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11" x 14-7/8"",West,California,"San Francisco",49.54
CA-2017-134775,2017-10-28,2017,10,"Office Supplies",Paper,"Southworth Structures Collection",West,California,"San Francisco",50.96
CA-2017-130162,2017-10-28,2017,10,Technology,Phones,"Adtran 1202752G1",West,California,"Los Angeles",302.38
CA-2017-130162,2017-10-28,2017,10,"Office Supplies",Storage,"Personal Filing Tote with Lid, Black/Gray",West,California,"Los Angeles",93.06
CA-2016-158456,2016-12-24,2016,12,"Office Supplies",Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",West,California,"Los Angeles",45.92
CA-2016-158456,2016-12-24,2016,12,"Office Supplies",Binders,"Avery Hole Reinforcements",West,California,"Los Angeles",19.94
CA-2016-131338,2016-08-09,2016,8,Technology,Accessories,"Belkin QODE FastFit Bluetooth Keyboard",East,"New York","New York City",247.80
CA-2016-131338,2016-08-09,2016,8,"Office Supplies",Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",East,"New York","New York City",10.65
CA-2016-131338,2016-08-09,2016,8,"Office Supplies",Paper,"Xerox 1886",East,"New York","New York City",143.70
CA-2016-131338,2016-08-09,2016,8,Technology,Phones,"Panasonic KX-TG9471B",East,"New York","New York City",979.95
CA-2016-131338,2016-08-09,2016,8,Furniture,Furnishings,"Longer-Life Soft White Bulbs",East,"New York","New York City",6.16
CA-2016-131338,2016-08-09,2016,8,Furniture,Furnishings,"Artistic Insta-Plaque",East,"New York","New York City",47.04
CA-2016-131338,2016-08-09,2016,8,"Office Supplies",Binders,"GBC Ibimaster 500 Manual ProClick Binding System",East,"New York","New York City",1217.57
CA-2016-131338,2016-08-09,2016,8,"Office Supplies",Storage,"Tennsco Lockers, Gray",East,"New York","New York City",41.96
CA-2016-131338,2016-08-09,2016,8,Furniture,Tables,"KI Conference Tables",East,"New York","New York City",382.81
CA-2016-131338,2016-08-09,2016,8,Technology,Phones,"Nortel Meridian M3904 Professional Digital phone",East,"New York","New York City",307.98
CA-2015-142769,2015-09-13,2015,9,"Office Supplies",Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",West,Washington,Seattle,22.66
CA-2015-142769,2015-09-13,2015,9,"Office Supplies",Paper,"Xerox 1942",West,Washington,Seattle,48.94
CA-2015-142769,2015-09-13,2015,9,Technology,Accessories,"WD My Passport Ultra 500GB Portable External Hard Drive",West,Washington,Seattle,118.00
CA-2015-142769,2015-09-13,2015,9,Technology,Accessories,"Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive",West,Washington,Seattle,144.96
CA-2015-142769,2015-09-13,2015,9,Technology,Accessories,"Logitech Wireless Performance Mouse MX for PC and Mac",West,Washington,Seattle,199.98
CA-2015-142769,2015-09-13,2015,9,"Office Supplies",Supplies,"Acme Value Line Scissors",West,Washington,Seattle,7.30
CA-2015-142769,2015-09-13,2015,9,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",West,Washington,Seattle,14.19
CA-2015-142769,2015-09-13,2015,9,"Office Supplies",Fasteners,"OIC Thumb-Tacks",West,Washington,Seattle,5.70
CA-2018-134978,2018-11-12,2018,11,"Office Supplies",Binders,"Avery Durable Slant Ring Binders, No Labels",East,"New York","New York City",15.92
US-2018-125808,2018-11-12,2018,11,"Office Supplies",Paper,"Xerox 1899",West,California,"Los Angeles",11.56
US-2018-136707,2018-11-12,2018,11,"Office Supplies",Binders,"Acco 3-Hole Punch",West,California,"Los Angeles",14.02
CA-2017-127194,2017-12-10,2017,12,"Office Supplies",Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",East,"New York","New York City",62.82
CA-2017-146941,2017-12-10,2017,12,"Office Supplies",Envelopes,"Tyvek Side-Opening Peel & Seel Expanding Envelopes",East,"New York","New York City",361.92
CA-2017-146941,2017-12-10,2017,12,"Office Supplies",Storage,"Fellowes Personal Hanging Folder Files, Navy",East,"New York","New York City",80.58
CA-2017-154739,2017-12-10,2017,12,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",West,California,"San Francisco",321.57
US-2018-109316,2018-06-08,2018,6,Technology,Phones,"Shocksock Galaxy S4 Armband",West,California,"Los Angeles",17.52
US-2018-109316,2018-06-08,2018,6,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",West,California,"Los Angeles",1497.67
US-2017-155971,2017-06-06,2017,6,"Office Supplies",Paper,"Xerox Blank Computer Paper",West,California,"Los Angeles",99.90
US-2017-155971,2017-06-06,2017,6,"Office Supplies",Labels,"Avery 488",West,California,"Los Angeles",22.05
CA-2016-147690,2016-11-10,2016,11,"Office Supplies",Storage,"Iceberg Mobile Mega Data/Printer Cart",East,Pennsylvania,Philadelphia,577.58
CA-2018-164826,2018-12-28,2018,12,Technology,Phones,"Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple",East,"New York","New York City",14.85
CA-2018-164826,2018-12-28,2018,12,"Office Supplies",Binders,"Storex Dura Pro Binders",East,"New York","New York City",33.26
CA-2018-164826,2018-12-28,2018,12,"Office Supplies",Fasteners,"OIC Bulk Pack Metal Binder Clips",East,"New York","New York City",13.96
CA-2018-164826,2018-12-28,2018,12,"Office Supplies",Labels,"Avery 473",East,"New York","New York City",72.45
CA-2018-129805,2018-12-28,2018,12,Furniture,Furnishings,"3M Hangers With Command Adhesive",West,Washington,Seattle,7.40
CA-2016-132507,2016-07-30,2016,7,"Office Supplies",Storage,"Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black",Central,Texas,Houston,61.79
CA-2016-155334,2016-07-30,2016,7,"Office Supplies",Binders,"Presstex Flexible Ring Binders",West,California,"San Francisco",10.92
CA-2016-155334,2016-07-30,2016,7,Furniture,Furnishings,"Regeneration Desk Collection",West,California,"San Francisco",5.28
CA-2016-155334,2016-07-30,2016,7,Technology,Accessories,"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",West,California,"San Francisco",209.93
CA-2018-132976,2018-10-13,2018,10,"Office Supplies",Labels,"Avery 489",East,Pennsylvania,Philadelphia,24.84
CA-2018-132976,2018-10-13,2018,10,"Office Supplies",Storage,"Eldon Simplefile Box Office",East,Pennsylvania,Philadelphia,59.71
CA-2018-132976,2018-10-13,2018,10,"Office Supplies",Paper,"Adams Write n' Stick Phone Message Book, 11" X 5 1/4", 200 Messages",East,Pennsylvania,Philadelphia,18.18
CA-2018-132976,2018-10-13,2018,10,"Office Supplies",Paper,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",East,Pennsylvania,Philadelphia,11.65
CA-2016-130890,2016-11-02,2016,11,Furniture,Tables,"Bevis Round Bullnose 29" High Table Top",West,California,"Los Angeles",1038.84
CA-2016-100657,2016-11-02,2016,11,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",East,"New York",Troy,109.76
CA-2017-145919,2017-12-18,2017,12,"Office Supplies",Supplies,"Premier Electric Letter Opener",West,California,"Los Angeles",579.30
CA-2017-145919,2017-12-18,2017,12,Furniture,Furnishings,"Seth Thomas 12" Clock w/ Goldtone Case",West,California,"Los Angeles",183.84
CA-2017-145919,2017-12-18,2017,12,"Office Supplies",Paper,"Eureka Recycled Copy Paper 8 1/2" x 11", Ream",West,California,"Los Angeles",38.88
CA-2018-131254,2018-11-19,2018,11,"Office Supplies",Binders,"Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind",Central,Texas,Houston,1525.19
CA-2018-131254,2018-11-19,2018,11,"Office Supplies",Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Central,Texas,Houston,13.04
CA-2018-131254,2018-11-19,2018,11,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",Central,Texas,Houston,191.06
CA-2018-126242,2018-11-19,2018,11,Furniture,Furnishings,"Executive Impressions 13-1/2" Indoor/Outdoor Wall Clock",West,California,"Los Angeles",18.70
CA-2018-126242,2018-11-19,2018,11,"Office Supplies",Storage,"File Shuttle II and Handi-File, Black",West,California,"Los Angeles",305.01
CA-2018-101042,2018-11-19,2018,11,"Office Supplies",Binders,"GBC Imprintable Covers",South,Kentucky,Henderson,21.96
CA-2018-101042,2018-11-19,2018,11,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",South,Kentucky,Henderson,821.88
CA-2016-144253,2016-05-04,2016,5,Furniture,Furnishings,"Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp",East,"New York","New York City",26.80
CA-2016-110548,2016-05-04,2016,5,Technology,Phones,"ShoreTel ShorePhone IP 230 VoIP phone",Central,Texas,Houston,946.34
CA-2017-128811,2017-09-12,2017,9,"Office Supplies",Binders,"GBC Instant Report Kit",West,Washington,Seattle,20.70
CA-2017-128811,2017-09-12,2017,9,"Office Supplies",Labels,"Avery 487",West,Washington,Seattle,11.07
CA-2017-128811,2017-09-12,2017,9,"Office Supplies",Fasteners,"OIC Bulk Pack Metal Binder Clips",West,Washington,Seattle,10.47
CA-2015-169726,2015-08-09,2015,8,"Office Supplies",Binders,"Ibico Ibimaster 300 Manual Binding System",West,Washington,Seattle,2060.74
CA-2015-166471,2015-08-09,2015,8,Technology,Phones,"Jawbone MINI JAMBOX Wireless Bluetooth Speaker",West,Washington,Seattle,219.17
CA-2015-166471,2015-08-09,2015,8,Technology,Phones,"Cisco Unified IP Phone 7945G VoIP phone",West,Washington,Seattle,1091.17
CA-2015-164973,2015-11-04,2015,11,"Office Supplies",Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",East,"New York","New York City",43.57
CA-2015-164973,2015-11-04,2015,11,Technology,Accessories,"NETGEAR N750 Dual Band Wi-Fi Gigabit Router",East,"New York","New York City",360.00
CA-2015-164973,2015-11-04,2015,11,Technology,Phones,"Panasonic Kx-TS550",East,"New York","New York City",275.94
CA-2015-164973,2015-11-04,2015,11,Technology,Machines,"Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier",East,"New York","New York City",3991.98
CA-2015-164973,2015-11-04,2015,11,Furniture,Chairs,"DMI Arturo Collection Mission-style Design Wood Chair",East,"New York","New York City",135.88
CA-2018-121615,2018-11-03,2018,11,"Office Supplies",Labels,"Avery 513",Central,Minnesota,Eagan,14.94
CA-2018-121615,2018-11-03,2018,11,"Office Supplies",Storage,"Sterilite Officeware Hinged File Box",Central,Minnesota,Eagan,52.40
CA-2018-121615,2018-11-03,2018,11,"Office Supplies",Paper,"Xerox 1971",Central,Minnesota,Eagan,8.56
US-2018-101518,2018-11-03,2018,11,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",East,Pennsylvania,Philadelphia,40.78
CA-2018-148320,2018-11-03,2018,11,"Office Supplies",Paper,"Xerox 1992",West,California,"San Francisco",35.88
US-2018-168802,2018-11-03,2018,11,"Office Supplies",Binders,"Binder Posts",West,Washington,Seattle,18.37
CA-2015-110184,2015-07-12,2015,7,Technology,Phones,"GE DSL Phone Line Filter",West,California,"Los Angeles",255.94
CA-2015-110184,2015-07-12,2015,7,"Office Supplies",Storage,"Fellowes Super Stor/Drawer",West,California,"Los Angeles",249.75
CA-2015-122336,2015-04-13,2015,4,Technology,Phones,"Square Credit Card Reader, 4 1/2" x 4 1/2" x 1", White",East,Pennsylvania,Philadelphia,71.93
CA-2015-122336,2015-04-13,2015,4,"Office Supplies",Fasteners,Staples,East,Pennsylvania,Philadelphia,30.99
CA-2015-122336,2015-04-13,2015,4,"Office Supplies",Binders,"Fellowes PB200 Plastic Comb Binding Machine",East,Pennsylvania,Philadelphia,509.97
CA-2015-122336,2015-04-13,2015,4,"Office Supplies",Art,"Newell 314",East,Pennsylvania,Philadelphia,17.86
CA-2016-158918,2016-12-20,2016,12,"Office Supplies",Paper,"Easy-staple paper",West,California,"Los Angeles",17.12
CA-2018-118864,2018-06-15,2018,6,Technology,Phones,"Panasonic KX T7736-B Digital phone",West,California,"Los Angeles",119.96
CA-2018-135167,2018-06-15,2018,6,"Office Supplies",Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",West,California,"Los Angeles",4.26
CA-2018-111759,2018-07-08,2018,7,"Office Supplies",Paper,"Easy-staple paper",West,Washington,Seattle,52.76
CA-2017-155481,2017-09-01,2017,9,"Office Supplies",Fasteners,Staples,East,Pennsylvania,Philadelphia,16.69
CA-2017-155481,2017-09-01,2017,9,Technology,Phones,"Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5",East,Pennsylvania,Philadelphia,23.99
CA-2017-155481,2017-09-01,2017,9,"Office Supplies",Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2" x 3 3/16"",East,Pennsylvania,Philadelphia,30.48
CA-2017-130946,2017-04-08,2017,4,"Office Supplies",Binders,"GBC DocuBind P400 Electric Binding System",Central,Texas,Houston,1088.79
CA-2017-130946,2017-04-08,2017,4,Furniture,Chairs,"Global Chrome Stack Chair",Central,Texas,Houston,95.98
CA-2017-130946,2017-04-08,2017,4,Technology,Accessories,"Kensington Orbit Wireless Mobile Trackball for PC and Mac",Central,Texas,Houston,431.93
CA-2017-124233,2017-04-08,2017,4,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",West,California,"Los Angeles",24.70
CA-2017-130477,2017-04-08,2017,4,"Office Supplies",Paper,"Xerox 1931",West,California,"Los Angeles",12.96
CA-2017-130477,2017-04-08,2017,4,"Office Supplies",Storage,"Fellowes Neat Ideas Storage Cubes",West,California,"Los Angeles",64.96
CA-2017-130477,2017-04-08,2017,4,"Office Supplies",Paper,"Xerox 1923",West,California,"Los Angeles",20.04
CA-2015-123344,2015-09-24,2015,9,"Office Supplies",Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",West,California,"San Francisco",211.96
CA-2018-168739,2018-05-29,2018,5,Furniture,Furnishings,"Eldon Executive Woodline II Cherry Finish Desk Accessories",Central,Texas,Houston,65.42
US-2018-139465,2018-08-27,2018,8,"Office Supplies",Binders,"DXL Angle-View Binders with Locking Rings by Samsill",East,"New York","New York City",37.01
US-2018-139465,2018-08-27,2018,8,Technology,Phones,"GE 30522EE2",East,"New York","New York City",347.97
US-2018-139465,2018-08-27,2018,8,"Office Supplies",Storage,"Iris Project Case",East,"New York","New York City",63.84
CA-2016-130792,2016-04-28,2016,4,"Office Supplies",Binders,"GBC Twin Loop Wire Binding Elements, 9/16" Spine, Black",Central,Texas,Houston,12.18
CA-2016-130792,2016-04-28,2016,4,"Office Supplies",Storage,"Akro-Mils 12-Gallon Tote",Central,Texas,Houston,23.83
CA-2016-130792,2016-04-28,2016,4,"Office Supplies",Appliances,"Holmes Odor Grabber",Central,Texas,Houston,8.65
CA-2016-163762,2016-11-27,2016,11,"Office Supplies",Art,"Peel-Off China Markers",East,"New York","New York City",29.79
CA-2016-125234,2016-11-27,2016,11,"Office Supplies",Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",West,California,"Los Angeles",113.82
CA-2016-125234,2016-11-27,2016,11,Technology,Accessories,"Sony 64GB Class 10 Micro SDHC R40 Memory Card",West,California,"Los Angeles",107.97
US-2016-154389,2016-11-27,2016,11,Technology,Phones,"LG Exalt",East,Pennsylvania,Philadelphia,748.75
CA-2016-122756,2016-12-03,2016,12,Furniture,Furnishings,"3M Hangers With Command Adhesive",East,Pennsylvania,Philadelphia,2.96
CA-2016-122756,2016-12-03,2016,12,Technology,Machines,"Lexmark MarkNet N8150 Wireless Print Server",East,Pennsylvania,Philadelphia,482.34
CA-2015-127131,2015-11-24,2015,11,"Office Supplies",Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",West,Washington,Seattle,197.58
CA-2015-127131,2015-11-24,2015,11,"Office Supplies",Paper,"Xerox 220",West,Washington,Seattle,25.92
CA-2015-127131,2015-11-24,2015,11,"Office Supplies",Storage,"Carina 42"Hx23 3/4"W Media Storage Unit",West,Washington,Seattle,485.88
CA-2015-127131,2015-11-24,2015,11,"Office Supplies",Binders,"Peel & Stick Add-On Corner Pockets",West,Washington,Seattle,12.10
CA-2015-117478,2015-09-21,2015,9,"Office Supplies",Binders,"Angle-D Binders with Locking Rings, Label Holders",East,Pennsylvania,Philadelphia,6.57
CA-2015-153969,2015-09-21,2015,9,"Office Supplies",Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",West,California,"San Francisco",19.35
CA-2015-153969,2015-09-21,2015,9,Technology,Phones,"Polycom CX300 Desktop Phone USB VoIP phone",West,California,"San Francisco",239.98
CA-2015-153969,2015-09-21,2015,9,"Office Supplies",Paper,"Xerox 1971",West,California,"San Francisco",38.52
CA-2015-153969,2015-09-21,2015,9,"Office Supplies",Art,"Newell 34",West,California,"San Francisco",59.52
CA-2015-153969,2015-09-21,2015,9,"Office Supplies",Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",West,California,"San Francisco",78.35
CA-2015-153969,2015-09-21,2015,9,"Office Supplies",Envelopes,"Staple envelope",West,California,"San Francisco",15.56
CA-2018-131695,2018-06-30,2018,6,Furniture,Furnishings,"Executive Impressions 14"",East,"New York","New York City",22.23
CA-2018-131695,2018-06-30,2018,6,"Office Supplies",Storage,"Steel Personal Filing/Posting Tote",East,"New York","New York City",248.57
CA-2018-109393,2018-06-30,2018,6,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",West,California,"Los Angeles",436.00
CA-2017-110009,2017-09-08,2017,9,"Office Supplies",Paper,"Ampad Gold Fibre Wirebound Steno Books, 6" x 9", Gregg Ruled",West,Washington,Seattle,30.87
CA-2017-110009,2017-09-08,2017,9,Furniture,Furnishings,"Howard Miller 11-1/2" Diameter Grantwood Wall Clock",West,Washington,Seattle,43.13
CA-2018-154935,2018-12-24,2018,12,"Office Supplies",Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1"",East,"New York","New York City",17.88
CA-2018-117933,2018-12-24,2018,12,"Office Supplies",Appliances,"Staple holder",East,"New York","New York City",35.91
CA-2018-145219,2018-12-24,2018,12,"Office Supplies",Binders,"Vinyl Sectional Post Binders",West,California,"Los Angeles",90.48
CA-2018-145219,2018-12-24,2018,12,Technology,Copiers,"Hewlett Packard LaserJet 3310 Copier",West,California,"Los Angeles",2879.95
US-2018-131961,2018-12-08,2018,12,Technology,Phones,"iHome FM Clock Radio with Lightning Dock",East,Pennsylvania,Philadelphia,83.99
US-2018-131961,2018-12-08,2018,12,"Office Supplies",Art,"BIC Brite Liner Highlighters",East,Pennsylvania,Philadelphia,13.25
US-2018-167570,2018-12-08,2018,12,Furniture,Chairs,"Global Deluxe Steno Chair",East,Pennsylvania,Philadelphia,215.54
CA-2018-108854,2018-12-08,2018,12,"Office Supplies",Storage,"SAFCO Mobile Desk Side File, Wire Frame",West,California,"San Francisco",42.76
CA-2018-108854,2018-12-08,2018,12,"Office Supplies",Binders,"Vinyl Sectional Post Binders",West,California,"San Francisco",90.48
CA-2018-108854,2018-12-08,2018,12,"Office Supplies",Binders,"Performers Binder/Pad Holder, Black",West,California,"San Francisco",22.42
CA-2018-108854,2018-12-08,2018,12,"Office Supplies",Paper,"Xerox 1992",West,California,"San Francisco",87.92
CA-2018-117926,2018-12-08,2018,12,"Office Supplies",Appliances,"Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors",West,California,"San Francisco",69.48
CA-2018-117324,2018-12-08,2018,12,"Office Supplies",Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Central,Wisconsin,Madison,27.52
CA-2018-117324,2018-12-08,2018,12,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Central,Wisconsin,Madison,459.92
CA-2018-117324,2018-12-08,2018,12,"Office Supplies",Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Central,Wisconsin,Madison,61.06
CA-2018-117324,2018-12-08,2018,12,"Office Supplies",Appliances,"Hoover WindTunnel Plus Canister Vacuum",Central,Wisconsin,Madison,1089.75
CA-2018-117324,2018-12-08,2018,12,Technology,Accessories,"Logitech G105 Gaming Keyboard",Central,Wisconsin,Madison,178.11
CA-2017-148796,2017-04-14,2017,4,Furniture,Chairs,"Bevis Steel Folding Chairs",West,California,"Los Angeles",383.80
CA-2018-142174,2018-03-04,2018,3,"Office Supplies",Paper,"Xerox 1934",Central,Texas,Houston,89.57
US-2018-119816,2018-03-04,2018,3,"Office Supplies",Storage,Crate-A-Files,Central,Texas,Houston,8.72
US-2018-119816,2018-03-04,2018,3,"Office Supplies",Labels,"Avery 497",Central,Texas,Houston,2.46
US-2018-119816,2018-03-04,2018,3,Furniture,Furnishings,"Howard Miller 13-3/4" Diameter Brushed Chrome Round Wall Clock",Central,Texas,Houston,103.50
CA-2018-117807,2018-10-01,2018,10,"Office Supplies",Paper,"Xerox 1915",Central,Nebraska,Fremont,104.85
CA-2018-146185,2018-09-15,2018,9,"Office Supplies",Art,"Prismacolor Color Pencil Set",Central,Texas,Houston,31.74
US-2018-163300,2018-09-15,2018,9,Furniture,Chairs,"Global Deluxe Steno Chair",West,California,"Los Angeles",184.75
US-2018-163300,2018-09-15,2018,9,Technology,Phones,"Panasonic KX-TG6844B Expandable Digital Cordless Telephone",West,California,"Los Angeles",369.54
US-2018-163300,2018-09-15,2018,9,"Office Supplies",Binders,"GBC DocuBind 200 Manual Binding Machine",West,California,"Los Angeles",2357.49
CA-2018-127096,2018-09-15,2018,9,Furniture,Tables,"Bretford Rectangular Conference Table Tops",West,California,"San Francisco",300.90
CA-2018-134418,2018-09-15,2018,9,"Office Supplies",Art,"BIC Brite Liner Highlighters",West,Washington,Seattle,12.42
CA-2018-157252,2018-01-20,2018,1,Furniture,Chairs,"Global Deluxe Steno Chair",East,"New York","New York City",207.85
CA-2018-122763,2018-03-20,2018,3,"Office Supplies",Paper,"Xerox 1916",Central,Texas,Houston,274.06
CA-2018-122763,2018-03-20,2018,3,"Office Supplies",Paper,"Easy-staple paper",Central,Texas,Houston,56.70
CA-2017-149902,2017-04-01,2017,4,"Office Supplies",Art,"Boston 16801 Nautilus Battery Pencil Sharpener",East,"New York","New York City",88.04
CA-2018-104822,2018-10-20,2018,10,"Office Supplies",Labels,"Avery 478",East,"New York","New York City",24.55
CA-2017-132017,2017-09-26,2017,9,"Office Supplies",Binders,"GBC Recycled VeloBinder Covers",Central,Texas,Houston,6.82
CA-2017-143406,2017-09-26,2017,9,Furniture,Chairs,"High-Back Leather Manager's Chair",Central,Texas,Houston,454.97
CA-2017-143406,2017-09-26,2017,9,"Office Supplies",Appliances,"Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup",Central,Texas,Houston,93.03
US-2017-149790,2017-09-26,2017,9,"Office Supplies",Binders,"Avery Arch Ring Binders",Central,Texas,Houston,15.62
CA-2017-165820,2017-09-26,2017,9,"Office Supplies",Paper,"Xerox 1905",West,California,"San Francisco",12.96
US-2018-159205,2018-03-31,2018,3,Technology,Phones,"Vtech CS6719",South,Kentucky,Henderson,671.93
US-2018-159205,2018-03-31,2018,3,Furniture,Furnishings,"Advantus Panel Wall Certificate Holder - 8.5x11",South,Kentucky,Henderson,61.00
CA-2017-152632,2017-10-27,2017,10,Furniture,Furnishings,"Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp",East,"New York",Troy,40.20
CA-2017-100790,2017-06-26,2017,6,"Office Supplies",Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",East,"New York","New York City",704.25
CA-2017-100790,2017-06-26,2017,6,"Office Supplies",Art,"Prang Colored Pencils",East,"New York","New York City",14.70
CA-2017-114951,2017-06-26,2017,6,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",West,California,"San Francisco",22.14
CA-2017-144015,2017-06-26,2017,6,"Office Supplies",Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",West,California,"Los Angeles",12.48
CA-2017-144015,2017-06-26,2017,6,"Office Supplies",Fasteners,"OIC Binder Clips",West,California,"Los Angeles",17.90
CA-2017-144015,2017-06-26,2017,6,"Office Supplies",Supplies,"Premier Electric Letter Opener",West,California,"Los Angeles",231.72
CA-2015-127691,2015-07-22,2015,7,Technology,Accessories,"Logitech G602 Wireless Gaming Mouse",East,"New York","New York City",159.98
CA-2015-127691,2015-07-22,2015,7,"Office Supplies",Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",East,"New York","New York City",5.96
US-2015-164644,2015-07-22,2015,7,"Office Supplies",Storage,"Fellowes Bases and Tops For Staxonsteel/High-Stak Systems",Central,Texas,Houston,26.63
CA-2018-112172,2018-06-10,2018,6,"Office Supplies",Fasteners,"Plymouth Boxed Rubber Bands by Plymouth",East,"New York","New York City",14.13
CA-2018-158071,2018-06-10,2018,6,"Office Supplies",Storage,"Fellowes Personal Hanging Folder Files, Navy",West,Washington,Seattle,15.58
CA-2018-158071,2018-06-10,2018,6,"Office Supplies",Labels,"Avery 512",West,Washington,Seattle,11.56
CA-2018-158071,2018-06-10,2018,6,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",West,Washington,Seattle,88.78
CA-2018-143343,2018-06-10,2018,6,"Office Supplies",Art,"Newell 351",West,California,"Los Angeles",16.40
CA-2017-161158,2017-05-09,2017,5,"Office Supplies",Art,"Sanford Pocket Accent Highlighters",East,"New York","New York City",8.00
CA-2017-109176,2017-05-09,2017,5,"Office Supplies",Art,"Newell 319",East,Pennsylvania,Philadelphia,79.36
CA-2017-109176,2017-05-09,2017,5,"Office Supplies",Envelopes,"Staple envelope",East,Pennsylvania,Philadelphia,9.34
